,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:31:00,2.90625,6.46875,0.4375,-3.1875,2.78125,5.40625,-1.0,1.25,-1.34375,-5.5,1.25,1.875
2020-09-23 14:32:00,2.787878787878788,6.606060606060606,0.36363636363636365,-3.1818181818181817,2.8484848484848486,5.454545454545454,-1.121212121212121,1.2727272727272727,-1.2424242424242424,-5.575757575757576,1.1818181818181819,1.9090909090909092
2020-09-23 14:33:00,2.7058823529411766,6.705882352941177,0.3235294117647059,-3.176470588235294,2.8823529411764706,5.5,-1.2058823529411764,1.2647058823529411,-1.1470588235294117,-5.676470588235294,1.1470588235294117,1.9411764705882353
2020-09-23 14:34:00,2.6,6.771428571428571,0.3142857142857143,-3.1714285714285713,2.8857142857142857,5.542857142857143,-1.2571428571428571,1.2857142857142858,-1.0857142857142856,-5.742857142857143,1.1428571428571428,1.9714285714285715
2020-09-23 14:35:00,2.5277777777777777,6.805555555555555,0.3333333333333333,-3.1944444444444446,2.9166666666666665,5.583333333333333,-1.2777777777777777,1.3333333333333333,-1.0277777777777777,-5.777777777777778,1.1666666666666667,2.0
2020-09-23 14:36:00,2.4324324324324325,6.837837837837838,0.35135135135135137,-3.2162162162162162,2.918918918918919,5.621621621621622,-1.2972972972972974,1.3783783783783783,-1.0,-5.837837837837838,1.162162162162162,2.0
2020-09-23 14:37:00,2.3684210526315788,6.894736842105263,0.34210526315789475,-3.263157894736842,2.8947368421052633,5.684210526315789,-1.3157894736842106,1.4473684210526316,-0.9473684210526315,-5.921052631578948,1.131578947368421,1.9736842105263157
2020-09-23 14:38:00,2.3076923076923075,6.9743589743589745,0.358974358974359,-3.3076923076923075,2.8461538461538463,5.743589743589744,-1.3333333333333333,1.5384615384615385,-0.8717948717948718,-5.9743589743589745,1.1025641025641026,1.9743589743589745
2020-09-23 14:39:00,2.25,7.075,0.4,-3.375,2.775,5.825,-1.325,1.65,-0.825,-6.05,1.075,1.95
2020-09-23 14:40:00,2.1951219512195124,7.146341463414634,0.4634146341463415,-3.4390243902439024,2.731707317073171,5.926829268292683,-1.3170731707317074,1.7804878048780488,-0.7804878048780488,-6.097560975609756,1.024390243902439,1.9268292682926829
2020-09-23 14:41:00,2.1666666666666665,7.214285714285714,0.5476190476190477,-3.5238095238095237,2.7142857142857144,6.0,-1.3333333333333333,1.9285714285714286,-0.7619047619047619,-6.142857142857143,0.9523809523809523,1.9285714285714286
2020-09-23 14:42:00,2.13953488372093,7.255813953488372,0.6046511627906976,-3.604651162790698,2.7209302325581395,6.069767441860465,-1.3488372093023255,2.046511627906977,-0.7674418604651163,-6.186046511627907,0.9069767441860465,1.930232558139535
2020-09-23 14:43:00,2.1363636363636362,7.295454545454546,0.6590909090909091,-3.7045454545454546,2.75,6.113636363636363,-1.3636363636363635,2.1818181818181817,-0.7727272727272727,-6.204545454545454,0.8636363636363636,1.9090909090909092
2020-09-23 14:44:00,2.1555555555555554,7.311111111111111,0.7111111111111111,-3.7777777777777777,2.7555555555555555,6.133333333333334,-1.3555555555555556,2.311111111111111,-0.7777777777777778,-6.2,0.8,1.9111111111111112
2020-09-23 14:45:00,2.2222222222222223,7.488888888888889,0.8222222222222222,-3.888888888888889,2.8,6.266666666666667,-1.3555555555555556,2.488888888888889,-0.8,-6.311111111111111,0.7333333333333333,1.9555555555555555
2020-09-23 14:46:00,2.2666666666666666,7.666666666666667,0.9111111111111111,-4.0,2.8666666666666667,6.355555555555555,-1.3555555555555556,2.7111111111111112,-0.8222222222222222,-6.4,0.6666666666666666,1.9777777777777779
2020-09-23 14:47:00,2.311111111111111,7.822222222222222,0.9777777777777777,-4.111111111111111,2.933333333333333,6.444444444444445,-1.3777777777777778,2.9555555555555557,-0.8666666666666667,-6.533333333333333,0.5555555555555556,1.9777777777777779
2020-09-23 14:48:00,2.3333333333333335,7.977777777777778,1.0666666666666667,-4.222222222222222,3.0,6.511111111111111,-1.4222222222222223,3.2,-0.8666666666666667,-6.622222222222222,0.4666666666666667,1.9555555555555555
2020-09-23 14:49:00,2.4,8.11111111111111,1.1111111111111112,-4.377777777777778,3.0444444444444443,6.555555555555555,-1.511111111111111,3.4,-0.9111111111111111,-6.688888888888889,0.37777777777777777,1.8888888888888888
2020-09-23 14:50:00,2.422222222222222,8.244444444444444,1.1555555555555554,-4.511111111111111,3.1333333333333333,6.6,-1.6444444444444444,3.5555555555555554,-0.9555555555555556,-6.733333333333333,0.28888888888888886,1.8444444444444446
2020-09-23 14:51:00,2.4444444444444446,8.377777777777778,1.1777777777777778,-4.622222222222222,3.2222222222222223,6.644444444444445,-1.7555555555555555,3.7555555555555555,-1.0,-6.7555555555555555,0.17777777777777778,1.8222222222222222
2020-09-23 14:52:00,2.466666666666667,8.533333333333333,1.2,-4.7555555555555555,3.3333333333333335,6.644444444444445,-1.8444444444444446,3.933333333333333,-1.0444444444444445,-6.777777777777778,0.06666666666666667,1.7555555555555555
2020-09-23 14:53:00,2.488888888888889,8.71111111111111,1.1777777777777778,-4.844444444444444,3.4,6.666666666666667,-1.9333333333333333,4.088888888888889,-1.0888888888888888,-6.8,0.0,1.6666666666666667
2020-09-23 14:54:00,2.511111111111111,8.866666666666667,1.1555555555555554,-4.911111111111111,3.511111111111111,6.688888888888889,-2.022222222222222,4.2444444444444445,-1.1111111111111112,-6.822222222222222,-0.022222222222222223,1.6
2020-09-23 14:55:00,2.533333333333333,9.022222222222222,1.1333333333333333,-4.955555555555556,3.6,6.733333333333333,-2.088888888888889,4.4222222222222225,-1.1333333333333333,-6.822222222222222,0.0,1.511111111111111
2020-09-23 14:56:00,2.511111111111111,9.2,1.1111111111111112,-5.022222222222222,3.688888888888889,6.7555555555555555,-2.1333333333333333,4.644444444444445,-1.1333333333333333,-6.866666666666666,0.022222222222222223,1.4444444444444444
2020-09-23 14:57:00,2.488888888888889,9.422222222222222,1.0888888888888888,-5.044444444444444,3.8,6.777777777777778,-2.2,4.844444444444444,-1.1333333333333333,-6.888888888888889,0.044444444444444446,1.3777777777777778
2020-09-23 14:58:00,2.466666666666667,9.644444444444444,1.0888888888888888,-5.022222222222222,3.933333333333333,6.844444444444444,-2.2888888888888888,5.0,-1.1333333333333333,-6.911111111111111,0.044444444444444446,1.3111111111111111
2020-09-23 14:59:00,2.4444444444444446,9.844444444444445,1.1111111111111112,-5.0,4.022222222222222,6.888888888888889,-2.4,5.155555555555556,-1.1555555555555554,-6.888888888888889,0.022222222222222223,1.2444444444444445
2020-09-23 15:00:00,2.422222222222222,10.044444444444444,1.1777777777777778,-4.977777777777778,4.088888888888889,6.911111111111111,-2.466666666666667,5.333333333333333,-1.2,-6.866666666666666,0.022222222222222223,1.1333333333333333
2020-09-23 15:01:00,2.4444444444444446,10.244444444444444,1.2444444444444445,-4.911111111111111,4.155555555555556,6.955555555555556,-2.511111111111111,5.533333333333333,-1.2,-6.844444444444444,0.0,0.9777777777777777
2020-09-23 15:02:00,2.4444444444444446,10.444444444444445,1.3555555555555556,-4.822222222222222,4.177777777777778,6.955555555555556,-2.533333333333333,5.688888888888889,-1.2444444444444445,-6.822222222222222,-0.022222222222222223,0.7777777777777778
2020-09-23 15:03:00,2.4444444444444446,10.644444444444444,1.4444444444444444,-4.733333333333333,4.177777777777778,6.911111111111111,-2.533333333333333,5.888888888888889,-1.3111111111111111,-6.822222222222222,0.0,0.5777777777777777
2020-09-23 15:04:00,2.466666666666667,10.8,1.5333333333333334,-4.666666666666667,4.133333333333334,6.866666666666666,-2.511111111111111,6.088888888888889,-1.3777777777777778,-6.8,0.044444444444444446,0.35555555555555557
2020-09-23 15:05:00,2.511111111111111,10.911111111111111,1.6222222222222222,-4.5777777777777775,4.044444444444444,6.8,-2.4444444444444446,6.2444444444444445,-1.4666666666666666,-6.8,0.13333333333333333,0.15555555555555556
2020-09-23 15:06:00,2.5555555555555554,10.977777777777778,1.7555555555555555,-4.511111111111111,3.9555555555555557,6.733333333333333,-2.4,6.4,-1.6,-6.777777777777778,0.2222222222222222,-0.044444444444444446
2020-09-23 15:07:00,2.6,11.066666666666666,1.8888888888888888,-4.488888888888889,3.911111111111111,6.688888888888889,-2.3777777777777778,6.555555555555555,-1.7333333333333334,-6.7555555555555555,0.3333333333333333,-0.24444444444444444
2020-09-23 15:08:00,2.6222222222222222,11.155555555555555,2.022222222222222,-4.444444444444445,3.888888888888889,6.666666666666667,-2.3555555555555556,6.733333333333333,-1.8666666666666667,-6.688888888888889,0.4,-0.4222222222222222
2020-09-23 15:09:00,2.6444444444444444,11.244444444444444,2.1555555555555554,-4.377777777777778,3.888888888888889,6.644444444444445,-2.3333333333333335,6.888888888888889,-2.0444444444444443,-6.644444444444445,0.4666666666666667,-0.6222222222222222
2020-09-23 15:10:00,2.7111111111111112,11.28888888888889,2.311111111111111,-4.311111111111111,3.8666666666666667,6.622222222222222,-2.3333333333333335,7.066666666666666,-2.2222222222222223,-6.622222222222222,0.5111111111111111,-0.8222222222222222
2020-09-23 15:11:00,2.8,11.355555555555556,2.466666666666667,-4.222222222222222,3.8444444444444446,6.622222222222222,-2.2888888888888888,7.2444444444444445,-2.4444444444444446,-6.622222222222222,0.5777777777777777,-1.0222222222222221
2020-09-23 15:12:00,2.911111111111111,11.422222222222222,2.577777777777778,-4.155555555555556,3.8222222222222224,6.622222222222222,-2.2222222222222223,7.444444444444445,-2.6444444444444444,-6.622222222222222,0.6444444444444445,-1.2
2020-09-23 15:13:00,3.0,11.511111111111111,2.688888888888889,-4.088888888888889,3.8,6.6,-2.1333333333333333,7.622222222222222,-2.8222222222222224,-6.644444444444445,0.7333333333333333,-1.4
2020-09-23 15:14:00,3.088888888888889,11.6,2.8444444444444446,-4.022222222222222,3.8,6.622222222222222,-2.088888888888889,7.8,-2.977777777777778,-6.644444444444445,0.8,-1.5777777777777777
2020-09-23 15:15:00,3.2222222222222223,11.666666666666666,3.022222222222222,-3.933333333333333,3.8,6.644444444444445,-2.088888888888889,7.977777777777778,-3.1555555555555554,-6.622222222222222,0.9111111111111111,-1.8
2020-09-23 15:16:00,3.3777777777777778,11.777777777777779,3.1777777777777776,-3.8666666666666667,3.8444444444444446,6.622222222222222,-2.066666666666667,8.133333333333333,-3.3333333333333335,-6.6,1.0222222222222221,-2.0444444444444443
2020-09-23 15:17:00,3.533333333333333,11.933333333333334,3.311111111111111,-3.8444444444444446,3.888888888888889,6.622222222222222,-2.066666666666667,8.28888888888889,-3.511111111111111,-6.5777777777777775,1.1777777777777778,-2.2888888888888888
2020-09-23 15:18:00,3.6444444444444444,12.11111111111111,3.422222222222222,-3.8,3.977777777777778,6.6,-2.111111111111111,8.466666666666667,-3.6666666666666665,-6.533333333333333,1.3333333333333333,-2.5555555555555554
2020-09-23 15:19:00,3.8,12.311111111111112,3.511111111111111,-3.7333333333333334,4.088888888888889,6.555555555555555,-2.1777777777777776,8.644444444444444,-3.8,-6.488888888888889,1.488888888888889,-2.8
2020-09-23 15:20:00,3.933333333333333,12.555555555555555,3.6,-3.6444444444444444,4.177777777777778,6.533333333333333,-2.2444444444444445,8.822222222222223,-3.9555555555555557,-6.488888888888889,1.6444444444444444,-3.0444444444444443
2020-09-23 15:21:00,4.111111111111111,12.777777777777779,3.688888888888889,-3.533333333333333,4.288888888888889,6.488888888888889,-2.311111111111111,9.0,-4.066666666666666,-6.466666666666667,1.8,-3.2888888888888888
2020-09-23 15:22:00,4.266666666666667,12.955555555555556,3.8,-3.422222222222222,4.444444444444445,6.444444444444445,-2.4,9.133333333333333,-4.222222222222222,-6.4222222222222225,2.0,-3.533333333333333
2020-09-23 15:23:00,4.4,13.133333333333333,3.911111111111111,-3.3333333333333335,4.644444444444445,6.377777777777778,-2.511111111111111,9.244444444444444,-4.4222222222222225,-6.377777777777778,2.2,-3.7777777777777777
2020-09-23 15:24:00,4.555555555555555,13.28888888888889,3.977777777777778,-3.2222222222222223,4.888888888888889,6.311111111111111,-2.6444444444444444,9.333333333333334,-4.622222222222222,-6.311111111111111,2.3777777777777778,-3.977777777777778
2020-09-23 15:25:00,4.733333333333333,13.488888888888889,4.044444444444444,-3.088888888888889,5.088888888888889,6.2,-2.7555555555555555,9.422222222222222,-4.822222222222222,-6.2444444444444445,2.6,-4.177777777777778
2020-09-23 15:26:00,4.866666666666666,13.666666666666666,4.066666666666666,-2.9555555555555557,5.266666666666667,6.133333333333334,-2.8666666666666667,9.466666666666667,-5.022222222222222,-6.155555555555556,2.8222222222222224,-4.4222222222222225
2020-09-23 15:27:00,5.0,13.866666666666667,4.133333333333334,-2.8444444444444446,5.4222222222222225,6.066666666666666,-2.977777777777778,9.555555555555555,-5.222222222222222,-6.066666666666666,3.0444444444444443,-4.688888888888889
2020-09-23 15:28:00,5.133333333333334,14.066666666666666,4.222222222222222,-2.7111111111111112,5.5777777777777775,6.044444444444444,-3.066666666666667,9.644444444444444,-5.444444444444445,-5.977777777777778,3.2666666666666666,-4.911111111111111
2020-09-23 15:29:00,5.266666666666667,14.266666666666667,4.311111111111111,-2.577777777777778,5.7555555555555555,6.022222222222222,-3.1777777777777776,9.71111111111111,-5.688888888888889,-5.911111111111111,3.511111111111111,-5.155555555555556
2020-09-23 15:30:00,5.355555555555555,14.422222222222222,4.355555555555555,-2.466666666666667,5.911111111111111,6.044444444444444,-3.311111111111111,9.777777777777779,-5.911111111111111,-5.866666666666666,3.7333333333333334,-5.355555555555555
2020-09-23 15:31:00,5.466666666666667,14.555555555555555,4.4222222222222225,-2.3555555555555556,6.022222222222222,6.088888888888889,-3.466666666666667,9.8,-6.133333333333334,-5.822222222222222,3.911111111111111,-5.533333333333333
2020-09-23 15:32:00,5.555555555555555,14.71111111111111,4.533333333333333,-2.2666666666666666,6.111111111111111,6.088888888888889,-3.6,9.822222222222223,-6.355555555555555,-5.733333333333333,4.088888888888889,-5.733333333333333
2020-09-23 15:33:00,5.622222222222222,14.822222222222223,4.666666666666667,-2.2,6.177777777777778,6.088888888888889,-3.7333333333333334,9.8,-6.6,-5.644444444444445,4.2444444444444445,-5.955555555555556
2020-09-23 15:34:00,5.688888888888889,14.977777777777778,4.822222222222222,-2.111111111111111,6.2444444444444445,6.088888888888889,-3.8444444444444446,9.822222222222223,-6.8,-5.6,4.377777777777778,-6.133333333333334
2020-09-23 15:35:00,5.7555555555555555,15.133333333333333,4.977777777777778,-2.022222222222222,6.288888888888889,6.066666666666666,-3.9555555555555557,9.844444444444445,-6.955555555555556,-5.5777777777777775,4.511111111111111,-6.311111111111111
2020-09-23 15:36:00,5.822222222222222,15.244444444444444,5.111111111111111,-1.9555555555555555,6.333333333333333,6.044444444444444,-4.111111111111111,9.844444444444445,-7.066666666666666,-5.5777777777777775,4.644444444444445,-6.511111111111111
2020-09-23 15:37:00,5.844444444444444,15.355555555555556,5.266666666666667,-1.9111111111111112,6.355555555555555,6.022222222222222,-4.266666666666667,9.866666666666667,-7.177777777777778,-5.622222222222222,4.777777777777778,-6.688888888888889
2020-09-23 15:38:00,5.888888888888889,15.466666666666667,5.466666666666667,-1.8666666666666667,6.377777777777778,6.0,-4.4,9.933333333333334,-7.2444444444444445,-5.644444444444445,4.888888888888889,-6.866666666666666
2020-09-23 15:39:00,5.933333333333334,15.577777777777778,5.622222222222222,-1.8444444444444446,6.4,6.0,-4.511111111111111,9.977777777777778,-7.333333333333333,-5.666666666666667,4.977777777777778,-7.088888888888889
2020-09-23 15:40:00,5.955555555555556,15.644444444444444,5.7555555555555555,-1.8222222222222222,6.444444444444445,6.0,-4.622222222222222,10.0,-7.4,-5.688888888888889,5.066666666666666,-7.311111111111111
2020-09-23 15:41:00,6.0,15.688888888888888,5.888888888888889,-1.7777777777777777,6.466666666666667,6.022222222222222,-4.733333333333333,9.977777777777778,-7.444444444444445,-5.666666666666667,5.155555555555556,-7.511111111111111
2020-09-23 15:42:00,6.066666666666666,15.733333333333333,6.022222222222222,-1.7777777777777777,6.466666666666667,6.044444444444444,-4.844444444444444,9.977777777777778,-7.511111111111111,-5.666666666666667,5.222222222222222,-7.688888888888889
2020-09-23 15:43:00,6.155555555555556,15.777777777777779,6.155555555555556,-1.8,6.4222222222222225,6.022222222222222,-4.933333333333334,10.0,-7.533333333333333,-5.644444444444445,5.311111111111111,-7.888888888888889
2020-09-23 15:44:00,6.222222222222222,15.866666666666667,6.311111111111111,-1.8,6.377777777777778,6.0,-5.022222222222222,10.044444444444444,-7.555555555555555,-5.644444444444445,5.377777777777778,-8.088888888888889
2020-09-23 15:45:00,6.288888888888889,16.0,6.4222222222222225,-1.8,6.355555555555555,6.022222222222222,-5.155555555555556,10.088888888888889,-7.5777777777777775,-5.644444444444445,5.4,-8.244444444444444
2020-09-23 15:46:00,6.333333333333333,16.133333333333333,6.533333333333333,-1.8,6.355555555555555,6.066666666666666,-5.266666666666667,10.088888888888889,-7.622222222222222,-5.622222222222222,5.466666666666667,-8.4
2020-09-23 15:47:00,6.4222222222222225,16.266666666666666,6.6,-1.7777777777777777,6.4,6.111111111111111,-5.4,10.133333333333333,-7.644444444444445,-5.6,5.533333333333333,-8.511111111111111
2020-09-23 15:48:00,6.533333333333333,16.4,6.688888888888889,-1.7777777777777777,6.4222222222222225,6.2,-5.555555555555555,10.177777777777777,-7.644444444444445,-5.5777777777777775,5.5777777777777775,-8.644444444444444
2020-09-23 15:49:00,6.644444444444445,16.555555555555557,6.777777777777778,-1.7777777777777777,6.466666666666667,6.266666666666667,-5.688888888888889,10.2,-7.644444444444445,-5.6,5.5777777777777775,-8.733333333333333
2020-09-23 15:50:00,6.733333333333333,16.755555555555556,6.911111111111111,-1.7777777777777777,6.555555555555555,6.311111111111111,-5.866666666666666,10.244444444444444,-7.622222222222222,-5.622222222222222,5.5777777777777775,-8.822222222222223
2020-09-23 15:51:00,6.8,17.0,7.044444444444444,-1.7333333333333334,6.666666666666667,6.377777777777778,-6.022222222222222,10.28888888888889,-7.5777777777777775,-5.622222222222222,5.5777777777777775,-8.955555555555556
2020-09-23 15:52:00,6.844444444444444,17.2,7.155555555555556,-1.6666666666666667,6.7555555555555555,6.444444444444445,-6.177777777777778,10.333333333333334,-7.533333333333333,-5.5777777777777775,5.5777777777777775,-9.066666666666666
2020-09-23 15:53:00,6.888888888888889,17.355555555555554,7.266666666666667,-1.6222222222222222,6.822222222222222,6.511111111111111,-6.311111111111111,10.333333333333334,-7.488888888888889,-5.5777777777777775,5.6,-9.2
2020-09-23 15:54:00,6.933333333333334,17.511111111111113,7.355555555555555,-1.6,6.866666666666666,6.5777777777777775,-6.444444444444445,10.333333333333334,-7.4222222222222225,-5.5777777777777775,5.644444444444445,-9.311111111111112
2020-09-23 15:55:00,6.933333333333334,17.711111111111112,7.4222222222222225,-1.6,6.955555555555556,6.666666666666667,-6.555555555555555,10.311111111111112,-7.333333333333333,-5.5777777777777775,5.688888888888889,-9.377777777777778
2020-09-23 15:56:00,6.955555555555556,17.91111111111111,7.488888888888889,-1.6,7.0,6.7555555555555555,-6.688888888888889,10.28888888888889,-7.2444444444444445,-5.533333333333333,5.733333333333333,-9.422222222222222
2020-09-23 15:57:00,6.955555555555556,18.11111111111111,7.555555555555555,-1.5777777777777777,7.066666666666666,6.822222222222222,-6.822222222222222,10.266666666666667,-7.2,-5.511111111111111,5.8,-9.488888888888889
2020-09-23 15:58:00,6.933333333333334,18.31111111111111,7.6,-1.5555555555555556,7.133333333333334,6.888888888888889,-6.955555555555556,10.244444444444444,-7.2,-5.466666666666667,5.844444444444444,-9.555555555555555
2020-09-23 15:59:00,6.888888888888889,18.511111111111113,7.622222222222222,-1.488888888888889,7.177777777777778,6.911111111111111,-7.044444444444444,10.244444444444444,-7.222222222222222,-5.4222222222222225,5.911111111111111,-9.6
2020-09-23 16:00:00,6.8,18.711111111111112,7.666666666666667,-1.4444444444444444,7.222222222222222,6.888888888888889,-7.088888888888889,10.244444444444444,-7.2444444444444445,-5.4222222222222225,5.933333333333334,-9.6
2020-09-23 16:01:00,6.711111111111111,18.866666666666667,7.733333333333333,-1.3777777777777778,7.2444444444444445,6.911111111111111,-7.133333333333334,10.28888888888889,-7.311111111111111,-5.4222222222222225,5.955555555555556,-9.6
2020-09-23 16:02:00,6.6,19.022222222222222,7.8,-1.288888888888889,7.222222222222222,6.911111111111111,-7.177777777777778,10.377777777777778,-7.377777777777778,-5.466666666666667,5.955555555555556,-9.577777777777778
2020-09-23 16:03:00,6.488888888888889,19.155555555555555,7.866666666666666,-1.2222222222222223,7.177777777777778,6.933333333333334,-7.2,10.444444444444445,-7.488888888888889,-5.533333333333333,5.911111111111111,-9.511111111111111
2020-09-23 16:04:00,6.355555555555555,19.288888888888888,7.911111111111111,-1.1555555555555554,7.155555555555556,7.0,-7.2,10.488888888888889,-7.5777777777777775,-5.6,5.822222222222222,-9.444444444444445
2020-09-23 16:05:00,6.222222222222222,19.377777777777776,7.955555555555556,-1.0888888888888888,7.133333333333334,7.044444444444444,-7.2444444444444445,10.488888888888889,-7.622222222222222,-5.644444444444445,5.688888888888889,-9.377777777777778
2020-09-23 16:06:00,6.044444444444444,19.511111111111113,8.0,-1.0666666666666667,7.088888888888889,7.088888888888889,-7.311111111111111,10.511111111111111,-7.711111111111111,-5.711111111111111,5.555555555555555,-9.311111111111112
